accession,entry_name,protein_names,gene_names
Q96DV4,RM38_HUMAN,"39S ribosomal protein L38, mitochondrial (L38mt) (MRP-L38) (Mitochondrial large ribosomal subunit protein mL38)",MRPL38 HSPC262
Q96EC8,YIPF6_HUMAN,Protein YIPF6 (YIP1 family member 6),YIPF6
Q96EP5,DAZP1_HUMAN,DAZ-associated protein 1 (Deleted in azoospermia-associated protein 1),DAZAP1
Q96ES7,SGF29_HUMAN,SAGA-associated factor 29 (Coiled-coil domain-containing protein 101) (SAGA complex-associated factor 29),SGF29 CCDC101
Q96EY7,PTCD3_HUMAN,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial (28S ribosomal protein S39, mitochondrial) (MRP-S39) (Mitochondrial small ribosomal subunit protein mS39) (Transformation-related gene 15 protein) (TRG-15)",PTCD3 MRPS39 TRG15
Q96F63,CCD97_HUMAN,Coiled-coil domain-containing protein 97,CCDC97
Q96FJ2,DYL2_HUMAN,"Dynein light chain 2, cytoplasmic (8 kDa dynein light chain b) (DLC8b) (Dynein light chain LC8-type 2)",DYNLL2 DLC2
Q96FN4,CPNE2_HUMAN,Copine-2 (Copine II),CPNE2
Q96FS4,SIPA1_HUMAN,Signal-induced proliferation-associated protein 1 (Sipa-1) (GTPase-activating protein Spa-1) (p130 SPA-1),SIPA1 SPA1
Q96FW1,OTUB1_HUMAN,Ubiquitin thioesterase OTUB1 (EC 3.4.19.12) (Deubiquitinating enzyme OTUB1) (OTU domain-containing ubiquitin aldehyde-binding protein 1) (Otubain-1) (hOTU1) (Ubiquitin-specific-processing protease OTUB1),OTUB1 OTB1 OTU1 HSPC263
Q96G03,PGM2_HUMAN,Phosphopentomutase (EC 5.4.2.7) (Glucose phosphomutase 2) (Phosphodeoxyribomutase) (Phosphoglucomutase-2) (EC 5.4.2.2),PGM2 MSTP006
Q96G25,MED8_HUMAN,Mediator of RNA polymerase II transcription subunit 8 (Activator-recruited cofactor 32 kDa component) (ARC32) (Mediator complex subunit 8),MED8
Q96GM8,TOE1_HUMAN,Target of EGR1 protein 1,TOE1
Q96H20,SNF8_HUMAN,Vacuolar-sorting protein SNF8 (ELL-associated protein of 30 kDa) (ESCRT-II complex subunit VPS22) (hVps22),SNF8 EAP30
Q96HC4,PDLI5_HUMAN,PDZ and LIM domain protein 5 (Enigma homolog) (Enigma-like PDZ and LIM domains protein),PDLIM5 ENH L9
Q96HE7,ERO1A_HUMAN,ERO1-like protein alpha (ERO1-L) (ERO1-L-alpha) (EC 1.8.4.-) (Endoplasmic oxidoreductin-1-like protein) (Endoplasmic reticulum oxidoreductase alpha) (Oxidoreductin-1-L-alpha),ERO1A ERO1L UNQ434/PRO865
Q96HU8,DIRA2_HUMAN,GTP-binding protein Di-Ras2 (Distinct subgroup of the Ras family member 2),DIRAS2
Q96HW7,INT4_HUMAN,Integrator complex subunit 4 (Int4),INTS4 MSTP093
Q96HY6,DDRGK_HUMAN,DDRGK domain-containing protein 1 (Dashurin) (UFM1-binding and PCI domain-containing protein 1),DDRGK1 C20orf116 UFBP1
Q96HY7,DHTK1_HUMAN,"2-oxoadipate dehydrogenase complex component E1 (E1a) (OADC-E1) (OADH-E1) (EC 1.2.4.-) (2-oxoadipate dehydrogenase, mitochondrial) (Alpha-ketoadipate dehydrogenase) (Alpha-KADH-E1) (Dehydrogenase E1 and transketolase domain-containing protein 1) (Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial)",DHTKD1 KIAA1630
Q96I99,SUCB2_HUMAN,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial (EC 6.2.1.4) (GTP-specific succinyl-CoA synthetase subunit beta) (G-SCS) (GTPSCS) (Succinyl-CoA synthetase beta-G chain) (SCS-betaG)",SUCLG2
Q96II8,LRCH3_HUMAN,DISP complex protein LRCH3 (Leucine-rich repeat and calponin homology domain-containing protein 3),LRCH3
Q96IJ6,GMPPA_HUMAN,Mannose-1-phosphate guanyltransferase alpha (GDP-mannose pyrophosphorylase A) (GMPP-alpha) (GTP-mannose-1-phosphate guanylyltransferase alpha),GMPPA
Q96IK0,TM101_HUMAN,Transmembrane protein 101 (Putative NF-kappa-B-activating protein 130),TMEM101
Q96IU4,ABHEB_HUMAN,Putative protein-lysine deacylase ABHD14B (EC 2.3.1.-) (Alpha/beta hydrolase domain-containing protein 14B) (Abhydrolase domain-containing protein 14B) (CCG1-interacting factor B),ABHD14B CIB
Q96IX5,ATPMK_HUMAN,"ATP synthase membrane subunit K, mitochondrial (ATP synthase membrane subunit DAPIT, mitochondrial) (Diabetes-associated protein in insulin-sensitive tissues) (HCV F-transactivated protein 2) (Up-regulated during skeletal muscle growth protein 5)",ATP5MK ATP5MD DAPIT HCVFTP2 USMG5 PD04912
Q96J02,ITCH_HUMAN,E3 ubiquitin-protein ligase Itchy homolog (Itch) (EC 2.3.2.26) (Atrophin-1-interacting protein 4) (AIP4) (HECT-type E3 ubiquitin transferase Itchy homolog) (NFE2-associated polypeptide 1) (NAPP1),ITCH
Q96JB2,COG3_HUMAN,Conserved oligomeric Golgi complex subunit 3 (COG complex subunit 3) (Component of oligomeric Golgi complex 3) (Vesicle-docking protein SEC34 homolog) (p94),COG3 SEC34
Q96JB5,CK5P3_HUMAN,CDK5 regulatory subunit-associated protein 3 (CDK5 activator-binding protein C53) (LXXLL/leucine-zipper-containing ARF-binding protein) (Protein HSF-27),CDK5RAP3 IC53 LZAP MSTP016 OK/SW-cl.114 PP1553
Q96JC1,VPS39_HUMAN,Vam6/Vps39-like protein (TRAP1-like protein) (hVam6p),VPS39 KIAA0770 TLP VAM6
Q96JG6,VPS50_HUMAN,Syndetin (Coiled-coil domain-containing protein 132) (EARP/GARPII complex subunit VPS50),VPS50 CCDC132 KIAA1861
Q96JH7,VCIP1_HUMAN,Deubiquitinating protein VCPIP1 (EC 3.4.19.12) (Valosin-containing protein p97/p47 complex-interacting protein 1) (Valosin-containing protein p97/p47 complex-interacting protein p135) (VCP/p47 complex-interacting 135-kDa protein),VCPIP1 KIAA1850 VCIP135
Q96JI7,SPTCS_HUMAN,Spatacsin (Colorectal carcinoma-associated protein) (Spastic paraplegia 11 protein),SPG11 KIAA1840
Q96JJ3,ELMO2_HUMAN,Engulfment and cell motility protein 2 (Protein ced-12 homolog A) (hCed-12A),ELMO2 CED12A KIAA1834
Q96JJ7,TMX3_HUMAN,Protein disulfide-isomerase TMX3 (EC 5.3.4.1) (Thioredoxin domain-containing protein 10) (Thioredoxin-related transmembrane protein 3),TMX3 KIAA1830 TXNDC10
Q96K17,BT3L4_HUMAN,Transcription factor BTF3 homolog 4 (Basic transcription factor 3-like 4),BTF3L4
Q96K76,UBP47_HUMAN,Ubiquitin carboxyl-terminal hydrolase 47 (EC 3.4.19.12) (Deubiquitinating enzyme 47) (Ubiquitin thioesterase 47) (Ubiquitin-specific-processing protease 47),USP47
Q96KG9,SCYL1_HUMAN,N-terminal kinase-like protein (Coated vesicle-associated kinase of 90 kDa) (SCY1-like protein 1) (Telomerase regulation-associated protein) (Telomerase transcriptional element-interacting factor) (Teratoma-associated tyrosine kinase),SCYL1 CVAK90 GKLP NTKL TAPK TEIF TRAP HT019
Q96KP1,EXOC2_HUMAN,Exocyst complex component 2 (Exocyst complex component Sec5),EXOC2 SEC5 SEC5L1
Q96KP4,CNDP2_HUMAN,Cytosolic non-specific dipeptidase (EC 3.4.13.18) (CNDP dipeptidase 2) (Glutamate carboxypeptidase-like protein 1) (Peptidase A) (Threonyl dipeptidase),CNDP2 CN2 CPGL HEL-S-13 PEPA
Q96KR1,ZFR_HUMAN,Zinc finger RNA-binding protein (hZFR) (M-phase phosphoprotein homolog),ZFR
Q96L92,SNX27_HUMAN,Sorting nexin-27,SNX27 KIAA0488 My014
Q96LJ7,DHRS1_HUMAN,Dehydrogenase/reductase SDR family member 1 (EC 1.1.1.-) (Short chain dehydrogenase/reductase family 19C member 1) (Protein SDR19C1),DHRS1 SDR19C1
Q96LT7,CI072_HUMAN,Guanine nucleotide exchange factor C9orf72,C9orf72 DENND9 DENNL72
Q96M27,PRRC1_HUMAN,Protein PRRC1 (Proline-rich and coiled-coil-containing protein 1),PRRC1
Q96MW5,COG8_HUMAN,Conserved oligomeric Golgi complex subunit 8 (COG complex subunit 8) (Component of oligomeric Golgi complex 8),COG8
Q96N66,MBOA7_HUMAN,Lysophospholipid acyltransferase 7 (LPLAT 7) (EC 2.3.1.-) (1-acylglycerophosphatidylinositol O-acyltransferase) (Bladder and breast carcinoma-overexpressed gene 1 protein) (Leukocyte receptor cluster member 4) (Lysophosphatidylinositol acyltransferase) (LPIAT) (Lyso-PI acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 7) (O-acyltransferase domain-containing protein 7) (h-mboa-7),MBOAT7 BB1 LENG4 OACT7
Q96ND0,F210A_HUMAN,Protein FAM210A,FAM210A C18orf19
Q96P11,NSUN5_HUMAN,28S rRNA (cytosine-C(5))-methyltransferase (EC 2.1.1.-) (NOL1-related protein) (NOL1R) (NOL1/NOP2/Sun domain family member 5) (Williams-Beuren syndrome chromosomal region 20A protein),NSUN5 NSUN5A WBSCR20 WBSCR20A
Q96P16,RPR1A_HUMAN,Regulation of nuclear pre-mRNA domain-containing protein 1A (Cyclin-dependent kinase inhibitor 2B-related protein) (p15INK4B-related protein),RPRD1A P15RS
Q96P48,ARAP1_HUMAN,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 (Centaurin-delta-2) (Cnt-d2)",ARAP1 CENTD2 KIAA0782
Q96P63,SPB12_HUMAN,Serpin B12,SERPINB12
Q96P70,IPO9_HUMAN,Importin-9 (Imp9) (Ran-binding protein 9) (RanBP9),IPO9 IMP9 KIAA1192 RANBP9 HSPC273
Q96PC5,MIA2_HUMAN,Melanoma inhibitory activity protein 2 (MIA protein 2) (CTAGE family member 5 ER export factor) (Cutaneous T-cell lymphoma-associated antigen 5) (Meningioma-expressed antigen 6/11),MIA2 CTAGE5 MEA11 MEA6 MGEA11 MGEA6
Q96PK6,RBM14_HUMAN,RNA-binding protein 14 (Paraspeckle protein 2) (PSP2) (RNA-binding motif protein 14) (RRM-containing coactivator activator/modulator) (Synaptotagmin-interacting protein) (SYT-interacting protein),RBM14 SIP
Q96PP8,GBP5_HUMAN,Guanylate-binding protein 5 (EC 3.6.5.-) (GBP-TA antigen) (GTP-binding protein 5) (GBP-5) (Guanine nucleotide-binding protein 5),GBP5 UNQ2427/PRO4987
Q96PP9,GBP4_HUMAN,Guanylate-binding protein 4 (EC 3.6.5.-) (GTP-binding protein 4) (GBP-4) (Guanine nucleotide-binding protein 4),GBP4
Q96PU8,QKI_HUMAN,KH domain-containing RNA-binding protein QKI (Protein quaking) (Hqk) (HqkI),QKI HKQ
Q96QC0,PP1RA_HUMAN,Serine/threonine-protein phosphatase 1 regulatory subunit 10 (MHC class I region proline-rich protein CAT53) (PP1-binding protein of 114 kDa) (Phosphatase 1 nuclear targeting subunit) (Protein FB19) (p99),PPP1R10 CAT53 FB19 PNUTS
Q96QE5,TEFM_HUMAN,"Transcription elongation factor, mitochondrial",TEFM C17orf42
Q96QH2,PRAM_HUMAN,PML-RARA-regulated adapter molecule 1 (PRAM) (PRAM-1),PRAM1
Q96QK1,VPS35_HUMAN,Vacuolar protein sorting-associated protein 35 (hVPS35) (Maternal-embryonic 3) (Vesicle protein sorting 35),VPS35 MEM3 TCCCTA00141
Q96RF0,SNX18_HUMAN,Sorting nexin-18 (SH3 and PX domain-containing protein 3B),SNX18 SH3PXD3B
Q96RP9,EFGM_HUMAN,"Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1) (hEFG1)",GFM1 EFG EFG1 GFM
Q96RQ9,OXLA_HUMAN,L-amino-acid oxidase (LAAO) (LAO) (EC 1.4.3.2) (EC 1.4.3.25) (Interleukin-4-induced protein 1) (IL4-induced protein 1) (hIL4I1) (Protein Fig-1) (hFIG1),IL4I1 FIG1 UNQ636/PRO1265
Q96RT1,ERBIN_HUMAN,Erbin (Densin-180-like protein) (Erbb2-interacting protein) (Protein LAP2),ERBIN ERBB2IP KIAA1225 LAP2
Q96RU3,FNBP1_HUMAN,Formin-binding protein 1 (Formin-binding protein 17) (hFBP17),FNBP1 FBP17 KIAA0554
Q96S52,PIGS_HUMAN,GPI transamidase component PIG-S (Phosphatidylinositol-glycan biosynthesis class S protein),PIGS UNQ1873/PRO4316
Q96S66,CLCC1_HUMAN,Chloride channel CLIC-like protein 1 (Mid-1-related chloride channel protein 1),CLCC1 KIAA0761 MCLC
Q96S97,MYADM_HUMAN,Myeloid-associated differentiation marker (Protein SB135),MYADM UNQ553/PRO1110
Q96SB3,NEB2_HUMAN,Neurabin-2 (Neurabin-II) (Protein phosphatase 1 regulatory subunit 9B) (Spinophilin),PPP1R9B PPP1R6
Q96ST3,SIN3A_HUMAN,Paired amphipathic helix protein Sin3a (Histone deacetylase complex subunit Sin3a) (Transcriptional corepressor Sin3a),SIN3A
Q96SU4,OSBL9_HUMAN,Oxysterol-binding protein-related protein 9 (ORP-9) (OSBP-related protein 9),OSBPL9 ORP9 OSBP4
Q96SY0,INT14_HUMAN,Integrator complex subunit 14 (von Willebrand factor A domain-containing protein 9),INTS14 C15orf44 VWA9
Q96T37,RBM15_HUMAN,RNA-binding protein 15 (One-twenty two protein 1) (RNA-binding motif protein 15),RBM15 OTT OTT1
Q96T51,RUFY1_HUMAN,RUN and FYVE domain-containing protein 1 (FYVE-finger protein EIP1) (La-binding protein 1) (Rab4-interacting protein) (Zinc finger FYVE domain-containing protein 12),RUFY1 RABIP4 ZFYVE12
Q96T60,PNKP_HUMAN,Bifunctional polynucleotide phosphatase/kinase (DNA 5'-kinase/3'-phosphatase) (Polynucleotide kinase-3'-phosphatase) [Includes: Polynucleotide 3'-phosphatase (EC 3.1.3.32) (2'(3')-polynucleotidase); Polynucleotide 5'-hydroxyl-kinase (EC 2.7.1.78)],PNKP
Q96T76,MMS19_HUMAN,MMS19 nucleotide excision repair protein homolog (hMMS19) (MET18 homolog) (MMS19-like protein),MMS19 MMS19L
Q96TA1,NIBA2_HUMAN,Protein Niban 2 (Meg-3) (Melanoma invasion by ERK) (MINERVA) (Niban-like protein 1) (Protein FAM129B),NIBAN2 C9orf88 FAM129B
Q96TC7,RMD3_HUMAN,Regulator of microtubule dynamics protein 3 (RMD-3) (hRMD-3) (Cerebral protein 10) (Protein FAM82A2) (Protein FAM82C) (Protein tyrosine phosphatase-interacting protein 51) (TCPTP-interacting protein 51),RMDN3 FAM82A2 FAM82C PTPIP51 hucep-10 UNQ3122/PRO10274
Q99417,MYCBP_HUMAN,c-Myc-binding protein (Associate of Myc 1) (AMY-1),MYCBP AMY1
Q99426,TBCB_HUMAN,Tubulin-folding cofactor B (Cytoskeleton-associated protein 1) (Cytoskeleton-associated protein CKAPI) (Tubulin-specific chaperone B),TBCB CG22 CKAP1
Q99436,PSB7_HUMAN,Proteasome subunit beta type-7 (EC 3.4.25.1) (Macropain chain Z) (Multicatalytic endopeptidase complex chain Z) (Proteasome subunit Z),PSMB7 Z
Q99439,CNN2_HUMAN,"Calponin-2 (Calponin H2, smooth muscle) (Neutral calponin)",CNN2
Q99459,CDC5L_HUMAN,Cell division cycle 5-like protein (Cdc5-like protein) (Pombe cdc5-related protein),CDC5L KIAA0432 PCDC5RP
Q99460,PSMD1_HUMAN,26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory subunit RPN2) (26S proteasome regulatory subunit S1) (26S proteasome subunit p112),PSMD1
Q99467,CD180_HUMAN,CD180 antigen (Lymphocyte antigen 64) (Radioprotective 105 kDa protein) (CD antigen CD180),CD180 LY64 RP105
Q99471,PFD5_HUMAN,Prefoldin subunit 5 (Myc modulator 1) (c-Myc-binding protein Mm-1),PFDN5 MM1 PFD5
Q99497,PARK7_HUMAN,"Parkinson disease protein 7 (Maillard deglycase) (Oncogene DJ1) (Parkinsonism-associated deglycase) (Protein DJ-1) (DJ-1) (Protein/nucleic acid deglycase DJ-1) (EC 3.1.2.-, EC 3.5.1.-, EC 3.5.1.124)",PARK7
Q99504,EYA3_HUMAN,Eyes absent homolog 3 (EC 3.1.3.48),EYA3
Q99536,VAT1_HUMAN,Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-),VAT1
Q99538,LGMN_HUMAN,"Legumain (EC 3.4.22.34) (Asparaginyl endopeptidase) (Protease, cysteine 1)",LGMN PRSC1
Q99570,PI3R4_HUMAN,Phosphoinositide 3-kinase regulatory subunit 4 (PI3-kinase regulatory subunit 4) (EC 2.7.11.1) (PI3-kinase p150 subunit) (Phosphoinositide 3-kinase adaptor protein),PIK3R4 VPS15
Q99571,P2RX4_HUMAN,P2X purinoceptor 4 (P2X4) (ATP receptor) (Purinergic receptor),P2RX4
Q99615,DNJC7_HUMAN,DnaJ homolog subfamily C member 7 (Tetratricopeptide repeat protein 2) (TPR repeat protein 2),DNAJC7 TPR2 TTC2
Q99623,PHB2_HUMAN,Prohibitin-2 (B-cell receptor-associated protein BAP37) (D-prohibitin) (Repressor of estrogen receptor activity),PHB2 BAP REA
Q99627,CSN8_HUMAN,COP9 signalosome complex subunit 8 (SGN8) (Signalosome subunit 8) (COP9 homolog) (hCOP9) (JAB1-containing signalosome subunit 8),COPS8 CSN8
Q99643,C560_HUMAN,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial (Integral membrane protein CII-3) (QPs-1) (QPs1) (Succinate dehydrogenase complex subunit C) (Succinate-ubiquinone oxidoreductase cytochrome B large subunit) (CYBL)",SDHC CYB560 SDH3
Q99653,CHP1_HUMAN,Calcineurin B homologous protein 1 (Calcineurin B-like protein) (Calcium-binding protein CHP) (Calcium-binding protein p22) (EF-hand calcium-binding domain-containing protein p22),CHP1 CHP
Q99685,MGLL_HUMAN,Monoglyceride lipase (MGL) (EC 3.1.1.23) (HU-K5) (Lysophospholipase homolog) (Lysophospholipase-like) (Monoacylglycerol lipase) (MAGL),MGLL
Q99698,LYST_HUMAN,Lysosomal-trafficking regulator (Beige homolog),LYST CHS CHS1
Q99714,HCD2_HUMAN,3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-estradiol 17-dehydrogenase) (EC 1.1.1.62) (2-methyl-3-hydroxybutyryl-CoA dehydrogenase) (MHBD) (3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+))) (EC 1.1.1.239) (3-hydroxy-2-methylbutyryl-CoA dehydrogenase) (EC 1.1.1.178) (3-hydroxyacyl-CoA dehydrogenase type II) (3alpha(or 20beta)-hydroxysteroid dehydrogenase) (EC 1.1.1.53) (7-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.159) (Endoplasmic reticulum-associated amyloid beta-peptide-binding protein) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Short chain dehydrogenase/reductase family 5C member 1) (Short-chain type dehydrogenase/reductase XH98G2) (Type II HADH),HSD17B10 ERAB HADH2 MRPP2 SCHAD SDR5C1 XH98G2
Q99729,ROAA_HUMAN,Heterogeneous nuclear ribonucleoprotein A/B (hnRNP A/B) (APOBEC1-binding protein 1) (ABBP-1),HNRNPAB ABBP1 HNRPAB
Q99732,LITAF_HUMAN,Lipopolysaccharide-induced tumor necrosis factor-alpha factor (LPS-induced TNF-alpha factor) (Small integral membrane protein of lysosome/late endosome) (p53-induced gene 7 protein),LITAF PIG7 SIMPLE
Q99733,NP1L4_HUMAN,Nucleosome assembly protein 1-like 4 (Nucleosome assembly protein 2) (NAP-2),NAP1L4 NAP2
Q99735,MGST2_HUMAN,Microsomal glutathione S-transferase 2 (Microsomal GST-2) (EC 2.5.1.18) (Glutathione peroxidase MGST2) (EC 1.11.1.-) (Leukotriene C4 synthase MGST2) (EC 4.4.1.20) (Microsomal glutathione S-transferase II) (Microsomal GST-II),MGST2 GST2
Q99747,SNAG_HUMAN,Gamma-soluble NSF attachment protein (SNAP-gamma) (N-ethylmaleimide-sensitive factor attachment protein gamma),NAPG SNAPG
Q99798,ACON_HUMAN,"Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase)",ACO2
Q99805,TM9S2_HUMAN,Transmembrane 9 superfamily member 2 (p76),TM9SF2
Q99816,TS101_HUMAN,Tumor susceptibility gene 101 protein (ESCRT-I complex subunit TSG101),TSG101
Q99828,CIB1_HUMAN,Calcium and integrin-binding protein 1 (CIB) (Calcium- and integrin-binding protein) (CIBP) (Calmyrin) (DNA-PKcs-interacting protein) (Kinase-interacting protein) (KIP) (SNK-interacting protein 2-28) (SIP2-28),CIB1 CIB KIP PRKDCIP
Q99829,CPNE1_HUMAN,Copine-1 (Chromobindin 17) (Copine I),CPNE1 CPN1
Q99832,TCPH_HUMAN,"T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta) (HIV-1 Nef-interacting protein) [Cleaved into: T-complex protein 1 subunit eta, N-terminally processed]",CCT7 CCTH NIP7-1
Q99836,MYD88_HUMAN,Myeloid differentiation primary response protein MyD88,MYD88
Q99856,ARI3A_HUMAN,AT-rich interactive domain-containing protein 3A (ARID domain-containing protein 3A) (B-cell regulator of IgH transcription) (Bright) (Dead ringer-like protein 1) (E2F-binding protein 1),ARID3A DRIL1 DRIL3 DRX E2FBP1
Q99873,ANM1_HUMAN,Protein arginine N-methyltransferase 1 (EC 2.1.1.319) (Histone-arginine N-methyltransferase PRMT1) (Interferon receptor 1-bound protein 4),PRMT1 HMT2 HRMT1L2 IR1B4
Q99880,H2B1L_HUMAN,Histone H2B type 1-L (Histone H2B.c) (H2B/c),H2BC13 H2BFC HIST1H2BL
Q99933,BAG1_HUMAN,BAG family molecular chaperone regulator 1 (BAG-1) (Bcl-2-associated athanogene 1),BAG1 HAP
Q9BPU6,DPYL5_HUMAN,Dihydropyrimidinase-related protein 5 (DRP-5) (CRMP3-associated molecule) (CRAM) (Collapsin response mediator protein 5) (CRMP-5) (UNC33-like phosphoprotein 6) (ULIP-6),DPYSL5 CRMP5 ULIP6
Q9BPW8,NIPS1_HUMAN,Protein NipSnap homolog 1 (NipSnap1),NIPSNAP1
Q9BPX3,CND3_HUMAN,Condensin complex subunit 3 (Chromosome-associated protein G) (Condensin subunit CAP-G) (hCAP-G) (Melanoma antigen NY-MEL-3) (Non-SMC condensin I complex subunit G) (XCAP-G homolog),NCAPG CAPG NYMEL3
Q9BPX5,ARP5L_HUMAN,Actin-related protein 2/3 complex subunit 5-like protein (Arp2/3 complex 16 kDa subunit 2) (ARC16-2),ARPC5L
Q9BPX6,MICU1_HUMAN,"Calcium uptake protein 1, mitochondrial (Atopy-related autoantigen CALC) (ara CALC) (Calcium-binding atopy-related autoantigen 1) (allergen Hom s 4)",MICU1 CALC CBARA1
Q9BQ61,TRIR_HUMAN,Telomerase RNA component interacting RNase (EC 3.1.13.-) (Exoribonuclease TRIR),TRIR C19orf43
Q9BQ70,TCF25_HUMAN,Transcription factor 25 (TCF-25) (Nuclear localized protein 1),TCF25 KIAA1049 NULP1 FKSG26
Q9BQA9,CYBC1_HUMAN,Cytochrome b-245 chaperone 1 (Essential for reactive oxygen species protein) (Eros),CYBC1 C17orf62 EROS
Q9BQE3,TBA1C_HUMAN,Tubulin alpha-1C chain (EC 3.6.5.-) (Alpha-tubulin 6) (Tubulin alpha-6 chain) [Cleaved into: Detyrosinated tubulin alpha-1C chain],TUBA1C TUBA6
Q9BQE5,APOL2_HUMAN,Apolipoprotein L2 (Apolipoprotein L-II) (ApoL-II),APOL2
Q9BQG0,MBB1A_HUMAN,Myb-binding protein 1A,MYBBP1A P160
Q9BR76,COR1B_HUMAN,Coronin-1B (Coronin-2),CORO1B
Q9BRA2,TXD17_HUMAN,Thioredoxin domain-containing protein 17 (14 kDa thioredoxin-related protein) (TRP14) (Protein 42-9-9) (Thioredoxin-like protein 5),TXNDC17 TXNL5
Q9BRF8,CPPED_HUMAN,Serine/threonine-protein phosphatase CPPED1 (EC 3.1.3.16) (Calcineurin-like phosphoesterase domain-containing protein 1) (Complete S-transactivated protein 1),CPPED1 CSTP1
Q9BRR6,ADPGK_HUMAN,ADP-dependent glucokinase (ADP-GK) (ADPGK) (EC 2.7.1.147) (RbBP-35),ADPGK PSEC0260
Q9BRZ2,TRI56_HUMAN,E3 ubiquitin-protein ligase TRIM56 (EC 2.3.2.27) (RING finger protein 109) (Tripartite motif-containing protein 56),TRIM56 RNF109
Q9BS26,ERP44_HUMAN,Endoplasmic reticulum resident protein 44 (ER protein 44) (ERp44) (Thioredoxin domain-containing protein 4),ERP44 KIAA0573 TXNDC4 UNQ532/PRO1075
Q9BSD7,NTPCR_HUMAN,Cancer-related nucleoside-triphosphatase (NTPase) (EC 3.6.1.15) (Nucleoside triphosphate phosphohydrolase),NTPCR C1orf57
Q9BSJ8,ESYT1_HUMAN,Extended synaptotagmin-1 (E-Syt1) (Membrane-bound C2 domain-containing protein),ESYT1 FAM62A KIAA0747 MBC2
Q9BT09,CNPY3_HUMAN,Protein canopy homolog 3 (CTG repeat protein 4a) (Expanded repeat-domain protein CAG/CTG 5) (Protein associated with TLR4) (Trinucleotide repeat-containing gene 5 protein),CNPY3 CTG4A ERDA5 PRAT4A TNRC5 HSPC084 UNQ1934/PRO4409
Q9BT22,ALG1_HUMAN,"Chitobiosyldiphosphodolichol beta-mannosyltransferase (EC 2.4.1.142) (Asparagine-linked glycosylation protein 1 homolog) (Beta-1,4-mannosyltransferase) (GDP-Man:GlcNAc2-PP-dolichol mannosyltransferase) (GDP-mannose-dolichol diphosphochitobiose mannosyltransferase) (Mannosyltransferase-1) (MT-1) (hMat-1)",ALG1 HMAT1 HMT1 PSEC0061 UNQ861/PRO1870
Q9BT40,INP5K_HUMAN,"Inositol polyphosphate 5-phosphatase K (EC 3.1.3.56) (Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase) (EC 3.1.3.86) (Phosphatidylinositol-4,5-bisphosphate 5-phosphatase) (EC 3.1.3.36) (Skeletal muscle and kidney-enriched inositol phosphatase)",INPP5K PPS SKIP
Q9BT78,CSN4_HUMAN,COP9 signalosome complex subunit 4 (SGN4) (Signalosome subunit 4) (JAB1-containing signalosome subunit 4),COPS4 CSN4
Q9BTD8,RBM42_HUMAN,RNA-binding protein 42 (RNA-binding motif protein 42),RBM42
Q9BTE3,MCMBP_HUMAN,Mini-chromosome maintenance complex-binding protein (MCM-BP) (MCM-binding protein),MCMBP C10orf119
